specno	time	lat	long	relaz	sza	no2zendscd	no2offdscd	o4zen	o4off	rmszen	amf120	amf180	sig120	sig180	RAMF	RGA	VCBira	VCWagAMF	VCWagGA	errTot
153 	1.457139e+01 	5.067029e+01 	4.311212e+00 	1.226813e+02 	6.125573e+01 	-7728000000000000 	-3.128699e+15 	2.871700e+42 	1.576934e+43 	3.683500e-04 	2.783407e+00 	1.478548e+00 	2.337119e-01 	1.641801e-01 	10632849042647064 	9308385990683384 	2.018023e+15 	1.964664e+15 	1580385990683384 	6.393425e+14 
154 	1.458000e+01 	5.067726e+01 	4.309493e+00 	1.182126e+02 	6.132308e+01 	-6767500000000000 	-2959648453340210 	3.120400e+42 	1.556908e+43 	3.514000e-04 	2.810791e+00 	1.479108e+00 	2.418005e-01 	1.644167e-01 	10608345148443584 	9280635638490456 	2.604714e+15 	2.596731e+15 	2513135638490456 	6.011947e+14 
155 	1.458861e+01 	5.068366e+01 	4.306002e+00 	1.078984e+02 	6.139017e+01 	-7119500000000000 	-3.263030e+15 	2.997900e+42 	1.434819e+43 	3.461000e-04 	2.963090e+00 	1.479666e+00 	2.889399e-01 	1.646523e-01 	10583841254240104 	9252885286297528 	2302299222061526 	2341299218650425 	2133385286297528 	6.020176e+14 
156 	1.459722e+01 	5.068927e+01 	4.301305e+00 	9.890190e+01 	6.145685e+01 	-5372800000000000 	-1045267274556407 	2.665900e+42 	1.227929e+43 	3.388100e-04 	3.095015e+00 	1.480221e+00 	3.298063e-01 	1.648865e-01 	10559337360036624 	9225134934104600 	3456663778676345 	3.503894e+15 	3852334934104600 	5.681923e+14 
157 	1.460583e+01 	5.069371e+01 	4.295041e+00 	8.499201e+01 	6.152293e+01 	-6014800000000000 	-2.658602e+15 	2.700900e+42 	1.094203e+43 	3.317000e-04 	3.102227e+00 	1.480771e+00 	3.334013e-01 	1.651185e-01 	10534833465833144 	9197384581911672 	2.991016e+15 	3.052487e+15 	3182584581911672 	5.685680e+14 
158 	1.461444e+01 	5.069674e+01 	4.287809e+00 	7.009050e+01 	6.158613e+01 	-6083900000000000 	-4164748798997350 	2.707400e+42 	1.027019e+43 	3.342700e-04 	2.737665e+00 	1.481297e+00 	2.245489e-01 	1.653405e-01 	10510329571629664 	9169634229718744 	2922937016014282 	2.988213e+15 	3085734229718744 	5.714434e+14 
159 	1.462306e+01 	5.069965e+01 	4.279399e+00 	6.508864e+01 	6.164934e+01 	-5997400000000000 	-1.636703e+15 	3.017100e+42 	1.183832e+43 	3.443200e-04 	2.615830e+00 	1.481823e+00 	1.882256e-01 	1.655625e-01 	10485822831775944 	9141880654862688 	3.003229e+15 	3028988090217368 	3144480654862688 	5.799045e+14 
160 	1.463167e+01 	5.070461e+01 	4.271722e+00 	8.194667e+01 	6.171386e+01 	-6433100000000000 	-1.679213e+15 	3.163900e+42 	1.465308e+43 	3.266600e-04 	3.025322e+00 	1.482359e+00 	3.107041e-01 	1.657891e-01 	10461318937572464 	9114130302669760 	2698766618832767 	2717437644230151 	2681030302669760 	5.727797e+14 
161 	1.464028e+01 	5.071084e+01 	4.267283e+00 	1.020021e+02 	6.178133e+01 	-4911800000000000 	-4.155170e+14 	2.875100e+42 	1.575074e+43 	3.429900e-04 	3.045560e+00 	1.482921e+00 	3.150256e-01 	1.660260e-01 	10436815043368984 	9086379950476832 	3.687971e+15 	3.725766e+15 	4174579950476832 	5.674779e+14 
162 	1.464889e+01 	5.071769e+01 	4.266527e+00 	1.221410e+02 	6.185137e+01 	-5633100000000000 	-3.334241e+14 	3.364600e+42 	1.531835e+43 	3.566800e-04 	2.783895e+00 	1.483503e+00 	2.345134e-01 	1.662720e-01 	10412311149165504 	9058629598283904 	3.182414e+15 	3221570673249650 	3425529598283904 	5.823165e+14 
163 	1.465750e+01 	5.072478e+01 	4.269171e+00 	1.392872e+02 	6.192164e+01 	-5373500000000000 	1.953831e+15 	2.966200e+42 	1.277891e+43 	3.512600e-04 	2.776170e+00 	1.484088e+00 	2.351257e-01 	1.665188e-01 	10387807254962032 	9030879246090976 	3356516862222590 	3.378713e+15 	3657379246090976 	5.740695e+14 
164 	1.466611e+01 	5.073293e+01 	4.271314e+00 	1.353512e+02 	6.199475e+01 	-5737000000000000 	3.765440e+15 	3.413100e+42 	1.436647e+43 	3.548600e-04 	2.777787e+00 	1.484696e+00 	2.350488e-01 	1.667755e-01 	10363303360758552 	9003128893898048 	3141607814584600 	3.115993e+15 	3266128893898048 	5.805478e+14 
165 	1.467472e+01 	5.074095e+01 	4.274240e+00 	1.387602e+02 	6.206786e+01 	-3717800000000000 	3412536390829052 	3.706100e+42 	1.558960e+43 	3.417300e-04 	2.775973e+00 	1.485305e+00 	2.351595e-01 	1.670323e-01 	10338799466555072 	8975378541705128 	4514068608981132 	4457671215808221 	5257578541705128 	567115502833541 
166 	1.468333e+01 	5.074762e+01 	4.281552e+00 	1.603595e+02 	6.214027e+01 	-5724000000000000 	1.694302e+15 	3.571800e+42 	1.588294e+43 	3.182900e-04 	2.761540e+00 	1.485907e+00 	2.339057e-01 	1.672866e-01 	10314295572351592 	8947628189512200 	3.117938e+15 	3089221215736737 	3223628189512200 	546840281304882 
167 	1.469194e+01 	5.075514e+01 	4.286962e+00 	1.499920e+02 	6.221540e+01 	-4379400000000000 	3.142424e+15 	4.246900e+42 	1.702184e+43 	3.244500e-04 	2.769752e+00 	1.486532e+00 	2.353326e-01 	1.675505e-01 	10289791678148112 	8919877837319272 	4.017660e+15 	3975959573117366 	4540477837319272 	5.445619e+14 
168 	1.470056e+01 	5.076360e+01 	4.291018e+00 	1.422609e+02 	6.228902e+01 	-3513300000000000 	1.205959e+15 	5.214200e+42 	1.632581e+43 	3.365300e-04 	2.773459e+00 	1.487145e+00 	2.352561e-01 	1.678090e-01 	10265284938294392 	8892124262463216 	4598895251254312 	4540234220113513 	5378824262463216 	5.604908e+14 
169 	1.470917e+01 	5.077189e+01 	4.296519e+00 	1.480020e+02 	6.236262e+01 	-4579200000000000 	5.548935e+14 	4.177300e+42 	1.634528e+43 	3.377900e-04 	2.770051e+00 	1.487757e+00 	2.352728e-01 	1.680675e-01 	10240781044090912 	8864373910270288 	3.873210e+15 	3805447386136972 	4285173910270288 	5.542201e+14 
170 	1.471778e+01 	5.077933e+01 	4.301479e+00 	1.479922e+02 	6.243581e+01 	-5730400000000000 	-8.544816e+14 	3.951500e+42 	1.628303e+43 	2.984000e-04 	2.769696e+00 	1.488366e+00 	2.352539e-01 	1.683246e-01 	10216277149887440 	8836623558077360 	3090986157313592 	3013961137908259 	3106223558077360 	5.272008e+14 
171 	1.472639e+01 	5.078652e+01 	4.304015e+00 	1.375743e+02 	6.250894e+01 	-5686800000000000 	-1.642484e+15 	4.620100e+42 	1.671473e+43 	3.109600e-04 	2.775345e+00 	1.488974e+00 	2.353184e-01 	1.685814e-01 	10191773255683960 	8808873205884432 	3132311978860719 	3.025555e+15 	3122073205884432 	5.379904e+14 
172 	1.473500e+01 	5.079200e+01 	4.305115e+00 	1.321184e+02 	6.257901e+01 	-5746300000000000 	-1.150691e+15 	4.060400e+42 	1.564573e+43 	2.930000e-04 	2.778383e+00 	1.489557e+00 	2.354158e-01 	1.688275e-01 	10167269361480480 	8781122853691504 	3.071404e+15 	2.967975e+15 	3034822853691504 	5.237895e+14 
173 	1.474361e+01 	5.079201e+01 	4.307468e+00 	1.458331e+02 	6.264822e+01 	-6057700000000000 	3.185028e+14 	3.460400e+42 	1.597545e+43 	3.076700e-04 	2.769959e+00 	1.490133e+00 	2.352359e-01 	1.690705e-01 	10142765467277000 	8753372501498576 	2861018966206714 	2741409699238415 	2695672501498576 	5.405093e+14 
174 	1.475222e+01 	5.079022e+01 	4.310210e+00 	9.927938e+01 	6.271433e+01 	-6196500000000000 	1.058352e+14 	3.594000e+42 	1.631000e+43 	3.092200e-04 	3.072230e+00 	1.490683e+00 	3.247706e-01 	1.693027e-01 	10118261573073520 	8725622149305648 	2761753048193534 	2630848454774587 	2529122149305648 	5.452124e+14 
175 	1.476083e+01 	5.078911e+01 	4.312940e+00 	1.128423e+02 	6.278311e+01 	-6515500000000000 	-9.508912e+14 	3.858800e+42 	1.498913e+43 	3.386900e-04 	2.884390e+00 	1.491255e+00 	2.665262e-01 	1.695443e-01 	10093757678870040 	8697871797112720 	2541192430930046 	2399493432416543 	2182371797112720 	5.754296e+14 
176 	1.476944e+01 	5.078796e+01 	4.315380e+00 	1.090549e+02 	6.285198e+01 	-6056600000000000 	-5.235178e+14 	4.281600e+42 	1.509034e+43 	3.207500e-04 	2.936114e+00 	1.491828e+00 	2.826944e-01 	1.697862e-01 	10069253784666560 	8670121444919792 	2851906822282961 	2689755476621388 	2613521444919792 	5.540650e+14 
177 	1.477806e+01 	5.078764e+01 	4.316330e+00 	1.173946e+02 	6.291924e+01 	-4454100000000000 	9.099593e+14 	8.991600e+42 	1.398331e+43 	3.367600e-04 	2.821542e+00 	1.492388e+00 	2.471770e-01 	1.700224e-01 	10044747044812848 	8642367870063744 	3916468133093791 	3.746108e+15 	4188267870063744 	5.557763e+14 
178 	1.478667e+01 	5.078608e+01 	4.317999e+00 	9.000872e+01 	6.298592e+01 	-4874000000000000 	1877383160646183 	5.038000e+42 	1.373390e+43 	3.735000e-04 	3.194927e+00 	1.492943e+00 	3.633616e-01 	1.702565e-01 	10020243150609368 	8614617517870816 	3622811125990076 	3.447046e+15 	3740617517870816 	5.881193e+14 
179 	1.479528e+01 	5.078539e+01 	4.318425e+00 	7.717037e+01 	6.305318e+01 	-2486400000000000 	2892759364385288 	7.443300e+42 	1.539328e+43 	3.381700e-04 	2.898428e+00 	1.493502e+00 	2.747239e-01 	1.704928e-01 	9995739256405888 	8586867165677888 	5229890925832415 	5028005958874083 	6100467165677888 	5.782623e+14 
180 	1.480389e+01 	5.078575e+01 	4.320487e+00 	1.616584e+02 	6.312332e+01 	-1460700000000000 	2.003197e+15 	8.955700e+42 	1.676971e+43 	3.377100e-04 	2.756695e+00 	1.494086e+00 	2.336735e-01 	1.707391e-01 	9971235362202408 	8559116813484960 	5936921428279077 	5696148233363136 	7098416813484960 	6.047059e+14 
181 	1.481250e+01 	5.078672e+01 	4.325089e+00 	1.646067e+02 	6.319389e+01 	-1551900000000000 	1.773953e+15 	8.387200e+42 	1.628922e+43 	3.490700e-04 	2.754380e+00 	1.494673e+00 	2.333452e-01 	1.709870e-01 	9946731467998928 	8531366461292032 	5874593027823524 	5616499663947869 	6979466461292032 	6.111092e+14 
182 	1.482111e+01 	5.078753e+01 	4.329090e+00 	1.642637e+02 	6.326449e+01 	-2462400000000000 	2.628239e+15 	6.154200e+42 	1.611704e+43 	3.657400e-04 	2.754371e+00 	1.495261e+00 	2.333848e-01 	1.712349e-01 	9922227573795448 	8503616109099104 	5249709107356652 	4988981823872559 	6041216109099104 	6.021630e+14 
183 	1.482972e+01 	5.078763e+01 	4.329583e+00 	1.635281e+02 	6.333259e+01 	-3567800000000000 	2.090379e+15 	5.223900e+42 	1.627935e+43 	3.447700e-04 	2.754630e+00 	1.495827e+00 	2.334645e-01 	1.714740e-01 	9897723679591968 	8475865756906176 	4501711173943324 	4.231721e+15 	4908065756906176 	5.683300e+14 
184 	1.483833e+01 	5.078758e+01 	4.329586e+00 	5.926265e+01 	6.340070e+01 	-3336400000000000 	3.480656e+15 	5.489200e+42 	1.590029e+43 	3.410200e-04 	2.501014e+00 	1.496394e+00 	1.563911e-01 	1.717133e-01 	9873219785388488 	8448115404713248 	4640533644939130 	4.368382e+15 	5111715404713248 	5.670990e+14 
185 	1.484694e+01 	5.078763e+01 	4.329762e+00 	1.690596e+02 	6.346897e+01 	-4067700000000000 	4583118180938345 	5.416800e+42 	1.602825e+43 	3.397400e-04 	2.750502e+00 	1.496962e+00 	2.328997e-01 	1.719530e-01 	9848715891185008 	8420365052520320 	4146149340659473 	3.861833e+15 	4352665052520320 	5.599016e+14 
186 	1.485556e+01 	5.078882e+01 	4.333706e+00 	1.724648e+02 	6.354016e+01 	-2301600000000000 	4.410863e+15 	4.786900e+42 	1.633498e+43 	3.403000e-04 	2.748089e+00 	1.497554e+00 	2.325703e-01 	1.722030e-01 	9824209151331288 	8392611477664264 	5334436661991116 	5023263596691074 	6091011477664264 	5.838730e+14 
187 	1.486417e+01 	5.078936e+01 	4.336015e+00 	1.673516e+02 	6.360889e+01 	-1740900000000000 	5289644754849401 	4.435200e+42 	1.611236e+43 	3.073300e-04 	2.751194e+00 	1.498126e+00 	2.330902e-01 	1.724444e-01 	9799705257127808 	8364861125471336 	5736442253441069 	5379257569456352 	6623961125471336 	5.740502e+14 
188 	1.487278e+01 	5.078975e+01 	4.337625e+00 	1.678621e+02 	6.367983e+01 	-718740000000000 	4.479319e+15 	4.085400e+42 	1.629836e+43 	3.318600e-04 	2.750653e+00 	1.498716e+00 	2.330492e-01 	1.726936e-01 	9775201362924328 	8337110773278408 	6418641993337341 	6042812741590722 	7618370773278408 	6.245636e+14 
189 	1.488139e+01 	5.079011e+01 	4.340118e+00 	1.601879e+02 	6.374865e+01 	-1627100000000000 	6868389569779049 	3.831700e+42 	1.696584e+43 	3.510100e-04 	2.755214e+00 	1.499289e+00 	2.337804e-01 	1.729353e-01 	9750697468720848 	8309360421085480 	5815284109076261 	5418300788471665 	6682260421085480 	6.118441e+14 
190 	1.489000e+01 	5.079163e+01 	4.342896e+00 	1.718546e+02 	6.382040e+01 	-3325900000000000 	5387069829873744 	4.500400e+42 	1.607326e+43 	3.204500e-04 	2.747784e+00 	1.499886e+00 	2.326998e-01 	1.731872e-01 	9726193574517368 	8281610068892552 	4676319093913978 	4.267187e+15 	4955710068892552 	5.556005e+14 
191 	1.489861e+01 	5.079279e+01 	4.346788e+00 	1.728005e+02 	6.389205e+01 	-4153900000000000 	2.899286e+15 	3.877700e+42 	1.623900e+43 	3.078700e-04 	2.747035e+00 	1.500482e+00 	2.326321e-01 	1.734389e-01 	9701689680313888 	8253859716699624 	4.143837e+15 	3.697339e+15 	4099959716699624 	5.424490e+14 
192 	1.490722e+01 	5.079267e+01 	4.347955e+00 	1.382162e+02 	6.396089e+01 	-3318200000000000 	3.087572e+15 	3.860200e+42 	1.690007e+43 	3.125500e-04 	2.770823e+00 	1.501055e+00 	2.358560e-01 	1.736806e-01 	9677185786110408 	8226109364506696 	4706876290406069 	4.236345e+15 	4907909364506696 	5.525866e+14 
193 	1.491583e+01 	5.079255e+01 	4.348271e+00 	1.178995e+02 	6.402983e+01 	-3981900000000000 	3.222237e+15 	3.903200e+42 	1.685327e+43 	3.432800e-04 	2.814077e+00 	1.501628e+00 	2.462789e-01 	1.739227e-01 	9652681891906936 	8198359012313776 	4284554753663754 	3.776422e+15 	4216459012313776 	5.754580e+14 
194 	1.492444e+01 	5.079250e+01 	4.348433e+00 	1.220339e+02 	6.409889e+01 	-5570900000000000 	2133197355596753 	3.925100e+42 	1.740572e+43 	3.714900e-04 	2.785201e+00 	1.502203e+00 	2.376982e-01 	1.741653e-01 	9628177997703456 	8170608660120848 	3.241594e+15 	2.700886e+15 	2599708660120848 	6.090004e+14 
195 	1.493306e+01 	5.079244e+01 	4.348670e+00 	1.245277e+02 	6.416803e+01 	-4984600000000000 	2104801507846946 	4.273300e+42 	1.715732e+43 	3.329700e-04 	2.782927e+00 	1.502778e+00 	2.375092e-01 	1.744081e-01 	9603671257849736 	8142855085264792 	3694120197862068 	3.073688e+15 	3158255085264792 	5.751698e+14 
196 	1.494167e+01 	5.079240e+01 	4.348815e+00 	1.235684e+02 	6.423952e+01 	-4931000000000000 	9.545466e+14 	3.908800e+42 	1.716848e+43 	3.322600e-04 	2.783833e+00 	1.503373e+00 	2.377140e-01 	1.746592e-01 	9579167363646256 	8115104733071864 	3736861977442615 	3.091826e+15 	3184104733071864 	5.756336e+14 
197 	1.495028e+01 	5.079232e+01 	4.349022e+00 	1.180291e+02 	6.430884e+01 	-3413700000000000 	-5.476337e+14 	4.131100e+42 	1.687310e+43 	3.691100e-04 	2.812293e+00 	1.503950e+00 	2.460783e-01 	1.749027e-01 	9554663469442776 	8087354380878936 	4729546526180556 	4.083224e+15 	4673654380878936 	6.060298e+14 
198 	1.495889e+01 	5.079230e+01 	4.349101e+00 	1.311894e+02 	6.437829e+01 	-3670600000000000 	5.096073e+14 	4.373800e+42 	1.734793e+43 	3.746500e-04 	2.776459e+00 	1.504527e+00 	2.369164e-01 	1.751466e-01 	9530159575239304 	8059604028686008 	4557099817778221 	3894618081642428 	4389004028686008 	6.095287e+14 
199 	1.496750e+01 	5.079222e+01 	4.349360e+00 	1.203580e+02 	6.444779e+01 	-2259200000000000 	1648705326578031 	4.456600e+42 	1.760452e+43 	3.627500e-04 	2.787050e+00 	1.505106e+00 	2.384164e-01 	1.753906e-01 	9505655681035824 	8031853676493080 	5505205037729868 	4814582776940820 	5772653676493080 	6.180827e+14 
200 	1.497611e+01 	5.079196e+01 	4.350366e+00 	1.266730e+02 	6.451730e+01 	-1635500000000000 	8353344046842505 	5.601500e+42 	1.629000e+43 	7.055700e-04 	2.780790e+00 	1.505684e+00 	2.376532e-01 	1.756347e-01 	9481151786832344 	8004103324300152 	5946116394265558 	5210689793061034 	6368603324300152 	9.514525e+14 
201 	1.498472e+01 	5.079192e+01 	4.350699e+00 	1.384570e+02 	6.458700e+01 	-1425000000000000 	6300446675916456 	4.728300e+42 	1.625900e+43 	4.788300e-04 	2.768788e+00 	1.506264e+00 	2.360559e-01 	1.758796e-01 	9456647892628864 	7976352972107224 	6081537018897854 	5332165286221051 	6551352972107224 	7.368903e+14 
202 	1.499333e+01 	5.079196e+01 	4.351376e+00 	1.534176e+02 	6.465684e+01 	-1079000000000000 	4247549304990407 	7.022700e+42 	1.622800e+43 	3.172500e-04 	2.754967e+00 	1.506845e+00 	2.341557e-01 	1.761248e-01 	9432143998425384 	7948602619914296 	6278152455464557 	5543466409852667 	6869602619914296 	6.132537e+14 
203 	1.500194e+01 	5.079195e+01 	4.351477e+00 	1.421367e+02 	6.472674e+01 	-687180000000000 	2.200795e+15 	9.993600e+42 	1.606114e+43 	3.479900e-04 	2.764534e+00 	1.507426e+00 	2.355496e-01 	1.763703e-01 	9407640104221904 	7920852267721376 	6533578910534530 	5784998726523279 	7233672267721376 	6.477306e+14 
204 	1.501056e+01 	5.079236e+01 	4.352196e+00 	1.687469e+02 	6.479694e+01 	-3165900000000000 	2.874646e+14 	5.975900e+42 	1.407881e+43 	3.539900e-04 	2.746848e+00 	1.508011e+00 	2.331364e-01 	1.766169e-01 	9383133364368184 	7893098692865320 	4860377866138750 	4.122805e+15 	4727198692865320 	602172623654033 
205 	1.501917e+01 	5.079438e+01 	4.350131e+00 	8.797335e+01 	6.486806e+01 	-2197700000000000 	-724388871186446 	4.708100e+42 	1.436052e+43 	3.443600e-04 	3.113709e+00 	1.508602e+00 	3.419526e-01 	1.768666e-01 	9358629470164704 	7865348340672392 	5495170171602611 	4746731343179420 	5667648340672392 	6.079469e+14 
206 	1.502778e+01 	5.079518e+01 	4.349350e+00 	8.892955e+01 	6.493863e+01 	-3073800000000000 	1.923075e+15 	6.379200e+42 	1.444208e+43 	3.266800e-04 	3.132716e+00 	1.509189e+00 	3.477638e-01 	1.771145e-01 	9334125575961224 	7837597988479464 	4907674431335202 	4148137872803925 	4763797988479464 	5.845761e+14 
207 	1.503639e+01 	5.079538e+01 	4.349667e+00 	1.653292e+02 	6.500898e+01 	-2667200000000000 	3515548878243545 	7.788300e+42 	1.672730e+43 	3.449600e-04 	2.747794e+00 	1.509775e+00 	2.333664e-01 	1.773615e-01 	9309621681757744 	7809847636286536 	5189596040625521 	4399611210290226 	5142647636286536 	604693563799384 
208 	1.504500e+01 	5.079456e+01 	4.354405e+00 	1.340980e+02 	6.508116e+01 	-2659800000000000 	3.679509e+15 	7.087100e+42 	1.596720e+43 	3.749700e-04 	2.772234e+00 	1.510375e+00 	2.369917e-01 	1.776150e-01 	9285117787554272 	7782097284093608 	5210908352271428 	4386537475575332 	5122297284093608 	6.312185e+14 
209 	1.505361e+01 	5.079456e+01 	4.356786e+00 	1.496662e+02 	6.515159e+01 	-3814200000000000 	3.694114e+15 	5.511600e+42 	1.582738e+43 	3.227600e-04 	2.754418e+00 	1.510961e+00 	2.342560e-01 	1.778624e-01 	9260613893350792 	7754346931900680 	4.473332e+15 	3604602037119512 	3940146931900680 	5.878846e+14 
210 	1.506222e+01 	5.079469e+01 	4.358017e+00 	1.595236e+02 	6.522444e+01 	-2410200000000000 	4139499705283955 	5.419000e+42 	1.589240e+43 	3.775300e-04 	2.749563e+00 	1.511567e+00 	2.336775e-01 	1.781182e-01 	9236109999147312 	7726596579707752 	5386484247544639 	4515782833234167 	5316396579707752 	639785062910520 
211 	1.507083e+01 	5.079615e+01 	4.357021e+00 	9.671554e+01 	6.529577e+01 	-2199000000000000 	1.063396e+15 	4.933900e+42 	1.629195e+43 	4.097400e-04 	3.067624e+00 	1.512161e+00 	3.276316e-01 	1.783688e-01 	9211606104943832 	7698846227514824 	5518847408561125 	4637473712790767 	5499846227514824 	6.700606e+14 
